jobId,4x4,enqueued_time,started_working_time,finished_time
6f301119-4f4d-40f6-8bfa-574d68bebbe2,5k2z-suxx,2016-04-17T10:46:25.138-07:00,2016-04-17T10:46:25.442-07:00,2016-04-17T10:46:26.775-07:00
c2019916-8019-49de-a154-b2ae2c7c262a,97wa-y6ff,2016-04-20T14:31:38.715-07:00,2016-04-20T14:31:39.191-07:00,2016-04-20T14:31:44.515-07:00
7068af5f-b318-4519-89ce-8a9cb67dbaec,t2qc-9pjd,2016-04-02T11:33:27.700-07:00,2016-04-02T11:33:28.009-07:00,2016-04-02T11:33:29.973-07:00
68f45b46-035d-47d7-887b-21210f156446,5k2z-suxx,2016-04-13T11:31:28.947-07:00,2016-04-13T11:31:29.271-07:00,2016-04-13T11:31:30.536-07:00
0ef0954f-c16d-496d-be22-34dd7751f1fa,5k2z-suxx,2016-04-02T11:01:26.460-07:00,2016-04-02T11:01:26.727-07:00,2016-04-02T11:01:27.778-07:00
88b3dffa-d046-4282-b1bf-aa1cb2611723,5k2z-suxx,2016-04-04T21:46:27.458-07:00,2016-04-04T21:46:27.801-07:00,2016-04-04T21:46:28.718-07:00
41b91b84-5a96-462e-bc2b-d6278579284d,5k2z-suxx,2016-04-25T13:16:27.145-07:00,2016-04-25T13:16:27.438-07:00,2016-04-25T13:16:28.261-07:00
7588587e-665a-4aaf-a75f-e592cb0e35bc,t2qc-9pjd,2016-04-03T04:33:26.272-07:00,2016-04-03T04:33:26.560-07:00,2016-04-03T04:33:28.587-07:00
1755fd69-bc7e-411d-a639-55e748725c18,t2qc-9pjd,2016-04-12T15:18:25.768-07:00,2016-04-12T15:18:26.260-07:00,2016-04-12T15:18:28.214-07:00
c7f47565-6da4-43b4-baf4-f99f7713100f,n4j6-wkkf,2016-04-12T17:48:27.013-07:00,2016-04-12T17:48:27.479-07:00,2016-04-12T17:48:29.890-07:00
7a6b11dd-e19e-4ddf-84f1-52e2ad9074ac,ygr5-vcbg,2016-04-17T06:46:27.456-07:00,2016-04-17T06:46:27.783-07:00,2016-04-17T06:46:29.251-07:00
b3e33d74-b3d5-41ba-89c9-d0c231271b02,5k2z-suxx,2016-04-07T03:01:29.420-07:00,2016-04-07T03:01:29.759-07:00,2016-04-07T03:01:30.601-07:00
18b10a6a-a772-4ae3-84e8-50387c5c2252,t2qc-9pjd,2016-03-28T20:18:29.083-07:00,2016-03-28T20:18:29.454-07:00,2016-03-28T20:18:31.376-07:00
5d3797be-43cd-4e8f-98c4-f692004df182,t2qc-9pjd,2016-04-13T12:33:27.389-07:00,2016-04-13T12:33:27.684-07:00,2016-04-13T12:33:29.808-07:00
1bc17cc9-c662-476c-9cc8-e859d989087d,n4j6-wkkf,2016-04-26T06:33:25.494-07:00,2016-04-26T06:33:25.780-07:00,2016-04-26T06:33:27.999-07:00
9ec19a3b-ba41-4e6b-9e40-4b2df7e9597b,n4j6-wkkf,2016-04-11T03:33:29.331-07:00,2016-04-11T03:33:29.690-07:00,2016-04-11T03:33:32.092-07:00
a0607615-a838-4c52-94ea-0c86eab1f736,97wa-y6ff,2016-04-19T09:31:22.361-07:00,2016-04-19T09:31:22.646-07:00,2016-04-19T09:31:28.001-07:00
ed90e25b-a8d8-429d-a2fd-dbe5db4d8ec7,thvf-6diy,2016-04-18T03:27:23.786-07:00,2016-04-18T03:27:24.096-07:00,2016-04-18T03:27:25.070-07:00
327228da-f3a9-49cf-b63b-7a6deac9dc37,ujwc-724r,2016-04-15T22:09:41.620-07:00,2016-04-15T22:09:41.915-07:00,2016-04-15T22:10:50.936-07:00
56730c2c-06e8-4857-8e91-dcc6fc7fad41,97wa-y6ff,2016-04-11T13:31:07.879-07:00,2016-04-11T13:31:08.311-07:00,2016-04-11T13:31:14.741-07:00
02229a00-6d01-4823-bf14-73d586e6c05c,t2qc-9pjd,2016-04-12T14:18:26.791-07:00,2016-04-12T14:18:27.191-07:00,2016-04-12T14:18:29.663-07:00
03ea9c52-fdae-412b-8f6c-683ef4ab4a94,5k2z-suxx,2016-04-06T15:16:29.057-07:00,2016-04-06T15:16:29.357-07:00,2016-04-06T15:16:30.188-07:00
24b4c5c1-2921-4590-b43e-e5e7e5186791,n4j6-wkkf,2016-04-23T11:48:26.245-07:00,2016-04-23T11:48:26.567-07:00,2016-04-23T11:48:30.383-07:00
